Date,Facility_ID,Energy_Consumption_kWh,Cooling_Load_kWh,PUE,Temperature_C,Humidity_Percent,Carbon_Emission_kg
2023-04-17,MUM-Zone-A,9271.73,3130.82,1.66,23.8,48.7,3894.13
2023-04-17,LHR-Core-02,13383.14,6021.45,1.34,22.5,51.6,5620.92
2023-04-18,DXB-Core-01,6677.53,3913.26,1.33,21.5,49.8,2804.56
2023-04-18,DXB-Edge-02,12839.36,5368.91,1.76,20.2,47.3,5392.53
2023-04-18,SIN-Core-01,10835.0,5198.58,1.21,23.7,51.2,4550.7
2023-04-18,FRA-Core-01,8203.68,3944.05,1.3,19.7,50.5,3445.55
2023-04-18,MUM-Zone-A,12407.79,7159.68,1.79,22.5,48.6,5211.27
2023-04-18,LHR-Core-02,7250.48,3537.88,1.33,22.6,52.7,3045.2
2023-04-19,DXB-Core-01,12557.93,4893.01,1.29,19.6,47.1,5274.33
2023-04-19,DXB-Edge-02,9238.14,2910.55,1.82,22.5,51.4,3880.02
2023-04-19,SIN-Core-01,13066.69,6351.64,1.21,19.3,51.2,5488.01
2023-04-19,FRA-Core-01,8040.66,4352.58,1.33,21.7,46.6,3377.08
2023-04-19,MUM-Zone-A,10740.85,3276.82,1.48,24.0,45.9,4511.16
2023-04-19,LHR-Core-02,6999.78,4149.0,1.29,22.9,49.4,2939.91
2023-04-20,DXB-Core-01,7190.16,3660.37,1.23,20.7,50.4,3019.87
2023-04-20,DXB-Edge-02,8576.78,3237.05,1.63,20.2,50.8,3602.25
2023-04-20,SIN-Core-01,8085.81,4506.25,1.27,21.7,50.8,3396.04
2023-04-20,FRA-Core-01,13529.15,4823.88,1.2,22.8,51.0,5682.24
2023-04-20,MUM-Zone-A,13075.69,7355.57,1.77,19.1,49.7,5491.79
2023-04-20,LHR-Core-02,14896.64,6993.71,1.31,25.0,54.5,6256.59
2023-04-21,DXB-Core-01,11365.95,6732.82,1.32,23.3,47.2,4773.7
2023-04-21,DXB-Edge-02,13145.64,4743.67,1.48,22.2,48.7,5521.17
2023-04-21,SIN-Core-01,6051.66,3629.01,1.21,22.5,53.7,2541.7
2023-04-21,FRA-Core-01,13748.1,5009.24,1.31,20.0,53.9,5774.2
2023-04-21,MUM-Zone-A,9640.81,3754.73,1.64,23.0,49.8,4049.14
2023-04-21,LHR-Core-02,11312.48,5480.59,1.33,24.4,53.5,4751.24
2023-04-22,DXB-Core-01,6852.74,3836.44,1.23,24.6,47.3,2878.15
2023-04-22,DXB-Edge-02,13192.72,7237.77,1.63,24.5,51.1,5540.94
2023-04-22,SIN-Core-01,10263.07,4024.96,1.28,22.9,45.4,4310.49
2023-04-22,FRA-Core-01,14769.63,5141.43,1.34,21.7,47.3,6203.24
2023-04-22,MUM-Zone-A,12264.73,6418.33,1.76,23.4,54.1,5151.19
2023-04-22,LHR-Core-02,12225.01,6009.77,1.3,19.0,46.0,5134.5
2023-04-23,DXB-Core-01,12986.94,4135.45,1.28,24.6,53.0,5454.51
2023-04-23,DXB-Edge-02,10504.4,4639.59,1.48,24.0,53.5,4411.85
2023-04-23,SIN-Core-01,6359.77,2436.26,1.29,22.6,48.3,2671.1
2023-04-23,FRA-Core-01,14223.47,4459.01,1.31,22.9,52.4,5973.86
2023-04-23,MUM-Zone-A,6593.12,2507.55,1.55,23.7,51.9,2769.11
2023-04-23,LHR-Core-02,9123.69,3076.78,1.29,22.7,49.5,3831.95
2023-04-24,DXB-Core-01,5084.93,2958.81,1.35,20.2,51.7,2135.67
2023-04-24,DXB-Edge-02,14205.03,7497.99,1.51,20.6,52.9,5966.11
2023-04-24,SIN-Core-01,10160.69,4986.49,1.22,20.5,52.8,4267.49
2023-04-24,FRA-Core-01,10512.15,5182.89,1.23,21.4,47.8,4415.1
2023-04-24,MUM-Zone-A,6707.19,3665.95,1.84,21.2,45.1,2817.02
2023-04-24,LHR-Core-02,8324.04,3035.57,1.25,19.6,45.1,3496.1
2023-04-25,DXB-Core-01,6111.48,3576.69,1.31,19.5,49.6,2566.82
2023-04-25,DXB-Edge-02,11671.72,5402.25,1.76,20.8,45.3,4902.12
2023-04-25,SIN-Core-01,5395.08,1622.43,1.25,24.6,47.2,2265.93
2023-04-25,FRA-Core-01,14143.14,7427.28,1.34,22.6,47.8,5940.12
2023-04-25,MUM-Zone-A,9415.89,4401.25,1.71,20.9,53.4,3954.67
2023-04-25,LHR-Core-02,12875.27,6678.5,1.18,21.2,54.2,5407.62
2023-04-26,DXB-Core-01,9383.55,4018.34,1.25,20.1,47.7,3941.09
2023-04-26,DXB-Edge-02,5024.94,1587.39,1.52,21.0,46.2,2110.48
2023-04-26,SIN-Core-01,7822.45,3491.93,1.34,33.9,51.4,3285.43
2023-04-26,FRA-Core-01,11081.99,5573.15,1.24,23.8,51.4,4654.44
2023-04-26,MUM-Zone-A,11218.87,5471.95,1.57,23.1,47.1,4711.92
2023-04-26,LHR-Core-02,13687.37,4665.44,1.25,19.8,45.6,5748.69
2023-04-27,DXB-Core-01,13846.97,7760.71,1.31,22.4,47.1,5815.73
2023-04-27,DXB-Edge-02,7321.48,3422.1,1.54,24.0,46.8,3075.02
2023-04-27,SIN-Core-01,6530.3,3302.88,1.19,22.9,51.6,2742.73
2023-04-27,FRA-Core-01,9995.99,3776.9,1.27,23.8,46.2,4198.32
2023-04-27,MUM-Zone-A,9250.27,3915.46,1.82,22.4,45.0,3885.11
2023-04-27,LHR-Core-02,9547.57,5007.8,1.34,23.1,49.8,4009.98
2023-04-28,DXB-Core-01,5441.45,2722.83,1.25,22.3,47.4,2285.41
2023-04-28,DXB-Edge-02,13838.26,6449.5,1.73,23.1,45.9,5812.07
2023-04-28,SIN-Core-01,5736.25,1997.45,1.29,24.3,52.2,2409.23
2023-04-28,FRA-Core-01,8014.12,3682.11,1.26,24.8,46.9,3365.93
2023-04-28,MUM-Zone-A,9840.51,4349.21,1.72,21.6,51.3,4133.02
2023-04-28,LHR-Core-02,5118.31,1710.93,1.25,23.0,53.2,2149.69
2023-04-29,DXB-Core-01,10879.38,6258.46,1.28,23.8,48.1,4569.34
2023-04-29,DXB-Edge-02,11293.83,4371.17,1.51,20.2,52.6,4743.41
2023-04-29,SIN-Core-01,7274.89,3040.53,1.22,22.7,47.1,3055.45
2023-04-29,FRA-Core-01,8785.75,3966.1,1.26,22.8,45.3,3690.02
2023-04-29,MUM-Zone-A,7741.89,2518.99,1.56,20.1,48.4,3251.59
2023-04-29,LHR-Core-02,11274.93,3445.3,1.31,23.6,54.9,4735.47
2023-04-30,DXB-Core-01,10975.33,3536.04,1.33,19.5,52.8,4609.64
2023-04-30,DXB-Edge-02,9217.42,3769.32,1.79,24.5,45.3,3871.32
2023-04-30,SIN-Core-01,14354.28,6991.55,1.34,22.0,52.9,6028.8
2023-04-30,FRA-Core-01,9866.23,3665.7,1.29,20.5,48.4,4143.82
2023-04-30,MUM-Zone-A,13112.11,6584.8,1.54,19.8,52.0,5507.09
2023-04-30,LHR-Core-02,13347.37,5188.34,1.29,20.7,46.8,5605.9
2023-05-01,DXB-Core-01,12777.63,6977.38,1.31,22.2,53.6,5366.6
2023-05-01,DXB-Edge-02,6716.66,2339.46,1.46,23.8,48.7,2821.0
2023-05-01,SIN-Core-01,11068.66,4201.18,1.28,24.2,51.1,4648.84
2023-05-01,FRA-Core-01,6048.8,1956.06,1.3,19.3,50.8,2540.5
2023-05-01,MUM-Zone-A,6207.35,2066.48,1.61,23.6,46.3,2607.09
2023-05-01,LHR-Core-02,6935.24,3506.41,1.32,23.0,52.5,2912.8
2023-05-02,DXB-Core-01,14909.46,6234.14,1.23,23.8,49.0,6261.97
2023-05-02,DXB-Edge-02,5242.1,2752.29,1.57,19.6,50.6,2201.68
2023-05-02,SIN-Core-01,14694.2,7269.51,1.21,21.5,53.4,6171.56
2023-05-02,FRA-Core-01,7195.87,2781.89,1.22,22.2,54.2,3022.26
2023-05-02,MUM-Zone-A,9918.32,4852.99,1.69,21.6,47.1,4165.69
2023-05-02,LHR-Core-02,12589.23,6789.51,1.32,22.2,53.4,5287.48
2023-05-03,DXB-Core-01,14807.66,5674.85,1.21,23.4,45.3,6219.22
2023-05-03,DXB-Edge-02,14092.41,5060.93,1.52,20.8,46.8,5918.81
2023-05-03,SIN-Core-01,12956.26,5650.63,1.25,19.1,46.3,5441.63
2023-05-03,FRA-Core-01,6306.48,3238.0,1.34,20.7,46.4,2648.72
2023-05-03,MUM-Zone-A,10690.79,6088.17,1.83,23.8,53.0,4490.13
2023-05-03,LHR-Core-02,13970.4,5003.9,1.3,23.4,51.7,5867.57
2023-05-04,DXB-Core-01,13370.6,7602.66,1.19,24.5,51.5,5615.65
2023-05-04,DXB-Edge-02,14081.37,6162.12,1.82,21.2,55.0,5914.18
2023-05-04,SIN-Core-01,8450.06,2562.44,1.25,19.1,51.6,3549.03
2023-05-04,FRA-Core-01,7414.62,4441.86,1.19,22.4,46.8,3114.14
2023-05-04,MUM-Zone-A,8195.64,4425.21,1.83,23.9,47.5,3442.17
2023-05-04,LHR-Core-02,5618.67,2506.97,1.22,19.3,52.4,2359.84
2023-05-05,DXB-Core-01,13049.04,5364.52,1.27,23.8,53.0,5480.6
2023-05-05,DXB-Edge-02,14184.72,5009.69,1.6,22.1,49.7,5957.58
2023-05-05,SIN-Core-01,5523.36,2366.05,1.29,19.8,46.2,2319.81
2023-05-05,FRA-Core-01,11041.07,5273.45,1.24,22.9,51.4,4637.25
2023-05-05,MUM-Zone-A,7712.99,3004.0,1.69,23.7,53.3,3239.46
2023-05-05,LHR-Core-02,5225.25,2778.55,1.28,20.7,49.3,2194.61
2023-05-06,DXB-Core-01,7668.06,3713.09,1.29,20.1,53.3,3220.59
2023-05-06,DXB-Edge-02,9006.7,4825.54,1.78,20.9,53.2,3782.81
2023-05-06,SIN-Core-01,12639.49,7446.42,1.26,23.1,49.5,5308.59
2023-05-06,FRA-Core-01,13831.68,4872.95,1.33,24.6,46.9,5809.31
2023-05-06,MUM-Zone-A,14921.07,6455.16,1.85,24.7,52.6,6266.85
2023-05-06,LHR-Core-02,9110.03,3235.59,1.23,23.9,45.7,3826.21
2023-05-07,DXB-Core-01,8260.85,4709.07,1.26,20.3,51.5,3469.56
2023-05-07,DXB-Edge-02,13763.64,7739.02,1.75,24.4,45.2,5780.73
2023-05-07,SIN-Core-01,5725.55,2231.05,1.32,24.0,54.9,2404.73
2023-05-07,FRA-Core-01,13458.59,6485.44,1.29,20.1,51.6,5652.61
2023-05-07,MUM-Zone-A,7091.13,3405.38,1.64,21.0,52.4,2978.27
2023-05-07,LHR-Core-02,7524.32,2926.92,1.19,19.4,52.7,3160.22
2023-05-08,DXB-Core-01,14724.18,4436.07,1.22,20.0,54.1,6184.16
2023-05-08,DXB-Edge-02,12601.14,5141.41,1.69,21.6,47.4,5292.48
2023-05-08,SIN-Core-01,8070.05,4572.37,1.25,22.1,50.1,3389.42
2023-05-08,FRA-Core-01,7184.3,4262.42,1.28,23.3,46.4,3017.41
2023-05-08,MUM-Zone-A,6700.69,3230.0,1.49,33.3,54.7,2814.29
2023-05-08,LHR-Core-02,6843.82,2583.12,1.26,20.8,49.5,2874.41
2023-05-09,DXB-Core-01,9038.5,3573.1,1.27,24.5,49.1,3796.17
2023-05-09,DXB-Edge-02,9366.44,3870.78,1.72,29.1,46.6,3933.91
2023-05-09,SIN-Core-01,9760.63,4614.96,1.32,20.0,49.8,4099.47
2023-05-09,FRA-Core-01,9916.5,4301.59,1.34,20.9,47.0,4164.93
2023-05-09,MUM-Zone-A,14780.95,7376.13,1.74,19.9,50.2,6208.0
2023-05-09,LHR-Core-02,8296.72,3565.81,1.23,23.7,48.2,3484.62
2023-05-10,DXB-Core-01,13754.67,5068.31,1.33,22.9,47.1,5776.96
2023-05-10,DXB-Edge-02,14738.23,4580.19,1.51,22.5,54.4,6190.06
2023-05-10,SIN-Core-01,5024.74,2595.06,1.34,24.5,46.9,2110.39
2023-05-10,FRA-Core-01,10795.6,5920.35,1.34,24.7,50.5,4534.15
2023-05-10,MUM-Zone-A,12659.38,6461.06,1.78,24.3,52.0,5316.94
2023-05-10,LHR-Core-02,12051.45,4071.06,1.29,23.3,54.1,5061.61
2023-05-11,DXB-Core-01,14609.45,6841.15,1.34,24.6,51.9,6135.97
2023-05-11,DXB-Edge-02,10555.39,4264.99,1.55,21.2,46.2,4433.26
2023-05-11,SIN-Core-01,7942.84,3423.41,1.21,19.2,45.2,3335.99
2023-05-11,FRA-Core-01,12760.08,6136.92,1.24,20.4,48.1,5359.23
2023-05-11,MUM-Zone-A,10523.79,3400.57,1.59,21.0,49.4,4419.99
2023-05-11,LHR-Core-02,7847.7,2998.34,1.27,21.6,47.5,3296.03
2023-05-12,DXB-Core-01,11060.93,4319.68,1.34,24.0,47.7,4645.59
2023-05-12,DXB-Edge-02,13290.38,5371.79,1.82,24.0,54.0,5581.96
2023-05-12,SIN-Core-01,8254.62,3960.42,1.24,24.4,52.4,3466.94
2023-05-12,FRA-Core-01,6210.33,2368.18,1.28,21.0,54.6,2608.34
2023-05-12,MUM-Zone-A,13958.71,6446.85,1.5,23.8,52.4,5862.66
2023-05-12,LHR-Core-02,12912.14,3902.59,1.34,19.8,53.1,5423.1
2023-05-13,DXB-Core-01,7480.11,3166.39,1.29,22.0,45.9,3141.65
2023-05-13,DXB-Edge-02,12394.57,4650.12,1.79,24.0,46.4,5205.72
2023-05-13,SIN-Core-01,13660.52,7867.57,1.32,19.3,46.3,5737.42
2023-05-13,FRA-Core-01,9926.84,4484.39,1.22,24.4,46.6,4169.27
2023-05-13,MUM-Zone-A,7968.78,4127.53,1.69,24.2,51.1,3346.89
2023-05-13,LHR-Core-02,13893.22,4300.95,1.25,19.9,51.9,5835.15
2023-05-14,DXB-Core-01,8512.08,4517.28,1.29,24.0,54.3,3575.07
2023-05-14,DXB-Edge-02,7130.72,4243.6,1.84,24.6,52.8,2994.9
2023-05-14,SIN-Core-01,10049.9,5382.08,1.31,21.8,52.7,4220.96
2023-05-14,FRA-Core-01,13691.05,6715.31,1.25,23.1,51.7,5750.24
2023-05-14,MUM-Zone-A,7266.98,4048.81,1.7,22.9,48.3,3052.13
2023-05-14,LHR-Core-02,14732.78,4978.21,1.25,20.9,51.2,6187.77
2023-05-15,DXB-Core-01,8485.1,4411.04,1.34,21.0,47.7,3563.74
2023-05-15,DXB-Edge-02,5202.95,1795.15,1.48,20.3,52.5,2185.24
2023-05-15,SIN-Core-01,8611.83,4159.93,1.34,20.4,47.0,3616.97
2023-05-15,FRA-Core-01,9350.3,4013.33,1.3,19.2,48.4,3927.13
2023-05-15,MUM-Zone-A,12682.7,4712.09,1.71,21.7,53.8,5326.73
2023-05-15,LHR-Core-02,10634.46,4288.47,1.21,20.9,50.2,4466.47
2023-05-16,DXB-Core-01,14083.77,7273.39,1.21,20.7,52.8,5915.18
2023-05-16,DXB-Edge-02,6931.68,2899.85,1.57,24.3,49.9,2911.31
2023-05-16,SIN-Core-01,6208.4,3654.17,1.22,21.8,50.2,2607.53
2023-05-16,FRA-Core-01,13463.68,4273.17,1.2,24.8,52.0,5654.75
2023-05-16,MUM-Zone-A,6874.33,3887.34,1.67,22.8,51.6,2887.22
2023-05-16,LHR-Core-02,12463.5,4213.03,1.29,33.0,45.2,5234.67
2023-05-17,DXB-Core-01,8280.38,4270.16,1.21,21.0,54.2,3477.76
2023-05-17,DXB-Edge-02,5721.79,3427.18,1.5,23.0,46.1,2403.15
2023-05-17,SIN-Core-01,9722.53,4945.18,1.27,20.0,53.5,4083.46
2023-05-17,FRA-Core-01,10694.85,4683.55,1.23,22.6,45.1,4491.84
2023-05-17,MUM-Zone-A,13781.48,7764.08,1.75,20.5,54.7,5788.22
2023-05-17,LHR-Core-02,14975.91,4542.72,1.34,23.8,49.1,6289.88
2023-05-18,DXB-Core-01,7363.52,3042.3,1.21,20.5,52.9,3092.68
2023-05-18,DXB-Edge-02,9444.34,3343.39,1.49,22.5,50.9,3966.62
2023-05-18,SIN-Core-01,9984.17,5232.98,1.22,21.0,52.4,4193.35
2023-05-18,FRA-Core-01,9745.84,3524.97,1.24,23.3,47.3,4093.25
2023-05-18,MUM-Zone-A,13470.56,7436.22,1.57,20.5,53.1,5657.64
2023-05-18,LHR-Core-02,10807.55,5341.7,1.34,23.9,53.1,4539.17
2023-05-19,DXB-Core-01,13964.95,7773.34,1.35,24.4,52.9,5865.28
2023-05-19,DXB-Edge-02,9893.14,4091.64,1.47,21.0,46.5,4155.12
2023-05-19,SIN-Core-01,9756.7,5018.67,1.25,24.8,48.0,4097.81
2023-05-19,FRA-Core-01,13786.4,5079.77,1.29,21.2,53.5,5790.29
2023-05-19,MUM-Zone-A,13665.36,6877.24,1.63,21.3,54.0,5739.45
2023-05-19,LHR-Core-02,10611.96,4907.59,1.32,20.1,52.5,4457.02
2023-05-20,DXB-Core-01,9469.5,4361.52,1.34,29.7,51.4,3977.19
2023-05-20,DXB-Edge-02,11494.85,4396.0,1.71,21.5,54.7,4827.84
2023-05-20,SIN-Core-01,10597.95,5620.01,1.29,19.1,47.7,4451.14
2023-05-20,FRA-Core-01,11358.44,4241.89,1.25,20.7,50.5,4770.54
2023-05-20,MUM-Zone-A,13324.82,4124.28,1.62,21.3,47.5,5596.43
2023-05-20,LHR-Core-02,5299.64,1911.49,1.3,23.8,47.7,2225.85
2023-05-21,DXB-Core-01,11415.49,5071.16,1.2,23.0,54.0,4794.51
2023-05-21,DXB-Edge-02,11008.04,3434.67,1.58,21.8,50.1,4623.38
2023-05-21,SIN-Core-01,13652.53,7676.72,1.2,20.4,48.0,5734.06
2023-05-21,FRA-Core-01,5466.75,2230.58,1.28,19.6,52.4,2296.04
2023-05-21,MUM-Zone-A,8518.46,2713.43,1.68,19.0,52.0,3577.75
2023-05-21,LHR-Core-02,11105.17,3567.65,1.3,24.7,53.8,4664.17
2023-05-22,DXB-Core-01,14552.94,8668.87,1.27,19.7,53.7,6112.24
2023-05-22,DXB-Edge-02,14030.61,5900.81,1.67,21.2,46.5,5892.86
2023-05-22,SIN-Core-01,14936.66,5712.7,1.34,24.8,52.0,6273.4
2023-05-22,FRA-Core-01,5942.37,2005.49,1.24,20.1,46.9,2495.8
2023-05-22,MUM-Zone-A,5433.6,1717.5,1.59,23.9,53.0,2282.11
2023-05-22,LHR-Core-02,7593.39,3513.6,1.33,20.9,52.7,3189.23
2023-05-23,DXB-Core-01,10540.51,3363.19,1.24,21.6,46.3,4427.01
2023-05-23,DXB-Edge-02,14253.91,5591.01,1.73,22.7,52.5,5986.64
2023-05-23,SIN-Core-01,9121.61,4327.93,1.28,24.8,53.1,3831.08
2023-05-23,FRA-Core-01,14009.59,5235.74,1.25,19.9,49.3,5884.03
2023-05-23,MUM-Zone-A,5093.36,2692.26,1.61,20.0,50.0,2139.21
2023-05-23,LHR-Core-02,14742.5,7291.75,1.2,21.1,53.8,6191.85
2023-05-24,DXB-Core-01,13498.09,5367.5,1.32,20.1,54.1,5669.2
2023-05-24,DXB-Edge-02,8998.69,3153.82,1.83,24.5,53.4,3779.45
2023-05-24,SIN-Core-01,6058.38,3299.04,1.26,23.9,52.4,2544.52
2023-05-24,FRA-Core-01,8275.58,2561.51,1.29,23.5,50.9,3475.75
2023-05-24,MUM-Zone-A,12235.29,6208.52,1.6,20.3,46.3,5138.82
2023-05-24,LHR-Core-02,8715.5,4699.34,1.21,23.5,53.3,3660.51
2023-05-25,DXB-Core-01,9270.97,3419.34,1.29,24.2,49.8,3893.81
2023-05-25,DXB-Edge-02,8516.2,3756.84,1.73,22.4,52.7,3576.8
2023-05-25,SIN-Core-01,6673.24,3121.38,1.21,19.0,53.1,2802.76
2023-05-25,FRA-Core-01,12443.58,7281.9,1.3,22.6,49.1,5226.3
2023-05-25,MUM-Zone-A,6118.43,1839.05,1.72,24.2,49.1,2569.74
2023-05-25,LHR-Core-02,13112.34,4074.79,1.2,22.8,46.6,5507.18
2023-05-26,DXB-Core-01,7203.56,3772.65,1.28,20.9,53.1,3025.5
2023-05-26,DXB-Edge-02,13059.85,4410.05,1.6,20.9,54.2,5485.14
2023-05-26,SIN-Core-01,12656.33,5522.27,1.31,28.6,46.4,5315.66
2023-05-26,FRA-Core-01,13356.49,5950.18,1.3,23.0,48.2,5609.72
2023-05-26,MUM-Zone-A,11752.38,5144.22,1.58,20.9,50.0,4936.0
2023-05-26,LHR-Core-02,13077.47,5429.06,1.31,32.8,48.1,5492.54
2023-05-27,DXB-Core-01,12360.47,6516.73,1.19,23.4,53.3,5191.4
2023-05-27,DXB-Edge-02,10893.65,5149.78,1.72,24.3,54.9,4575.33
2023-05-27,SIN-Core-01,7240.12,2963.32,1.31,23.2,49.6,3040.85
2023-05-27,FRA-Core-01,12891.79,5752.83,1.23,23.6,45.9,5414.55
2023-05-27,MUM-Zone-A,8150.14,2484.99,1.71,24.5,50.9,3423.06
2023-05-27,LHR-Core-02,14845.32,5188.16,1.26,20.1,53.1,6235.03
2023-05-28,DXB-Core-01,9139.53,2818.72,1.32,19.3,45.6,3838.6
2023-05-28,DXB-Edge-02,9936.88,5538.14,1.78,23.4,48.8,4173.49
2023-05-28,SIN-Core-01,8350.21,2845.35,1.18,24.2,47.5,3507.09
2023-05-28,FRA-Core-01,6274.21,2970.47,1.33,22.5,49.0,2635.17
2023-05-28,MUM-Zone-A,6166.31,1898.37,1.72,21.6,52.8,2589.85
2023-05-28,LHR-Core-02,8028.57,4349.57,1.32,19.8,49.6,3372.0
2023-05-29,DXB-Core-01,14634.24,6200.42,1.22,21.9,46.5,6146.38
2023-05-29,DXB-Edge-02,8622.64,2846.65,1.57,23.8,46.0,3621.51
2023-05-29,SIN-Core-01,11615.51,5431.57,1.33,24.5,49.6,4878.51
2023-05-29,FRA-Core-01,6244.1,2599.67,1.32,23.3,48.2,2622.52
2023-05-29,MUM-Zone-A,12637.26,6719.39,1.78,24.5,46.2,5307.65
2023-05-29,LHR-Core-02,9339.23,5284.7,1.21,21.2,54.6,3922.48
2023-05-30,DXB-Core-01,5268.82,2714.09,1.24,19.8,50.7,2212.9
2023-05-30,DXB-Edge-02,5124.99,2156.37,1.83,21.3,50.2,2152.49
2023-05-30,SIN-Core-01,12977.59,6357.16,1.29,22.6,50.5,5450.59
2023-05-30,FRA-Core-01,7659.47,4358.2,1.29,22.5,49.4,3216.98
2023-05-30,MUM-Zone-A,10057.09,5296.71,1.71,20.9,47.4,4223.98
2023-05-30,LHR-Core-02,9750.92,4897.24,1.21,24.3,48.5,4095.38
2023-05-31,DXB-Core-01,5341.98,2440.22,1.28,19.0,46.5,2243.63
2023-05-31,DXB-Edge-02,12325.95,4393.62,1.49,32.8,47.0,5176.9
2023-05-31,SIN-Core-01,9002.87,4208.5,1.24,23.4,54.3,3781.2
2023-05-31,FRA-Core-01,12442.03,4519.39,1.18,22.8,49.6,5225.65
2023-05-31,MUM-Zone-A,11880.55,5522.93,1.46,20.4,49.5,4989.83
2023-05-31,LHR-Core-02,11474.78,6352.85,1.26,21.0,52.1,4819.41
2023-06-01,DXB-Core-01,14655.4,5921.0,1.18,21.3,47.7,6155.27
2023-06-01,DXB-Edge-02,14840.49,6146.25,1.61,21.1,51.5,6233.01
2023-06-01,SIN-Core-01,14340.65,4768.53,1.31,19.8,51.7,6023.07
2023-06-01,FRA-Core-01,11644.65,6398.91,1.2,22.4,53.7,4890.75
2023-06-01,MUM-Zone-A,5280.98,1946.96,1.82,20.7,52.1,2218.01
2023-06-01,LHR-Core-02,5890.65,3009.09,1.34,22.3,51.8,2474.07
2023-06-02,DXB-Core-01,5461.35,2639.45,1.19,23.6,47.9,2293.77
2023-06-02,DXB-Edge-02,9855.72,4744.24,1.51,20.6,49.7,4139.4
2023-06-02,SIN-Core-01,14135.47,7698.4,1.3,20.3,47.3,5936.9
2023-06-02,FRA-Core-01,6467.0,2969.65,1.28,20.4,54.8,2716.14
2023-06-02,MUM-Zone-A,6969.26,4134.51,1.52,19.1,48.9,2927.09
2023-06-02,LHR-Core-02,6450.92,3486.19,1.32,22.5,53.4,2709.38
2023-06-03,DXB-Core-01,11047.44,4095.59,1.31,24.0,49.2,4639.92
2023-06-03,DXB-Edge-02,12768.99,5108.27,1.61,22.4,48.0,5362.98
2023-06-03,SIN-Core-01,11460.64,4949.62,1.3,24.9,51.3,4813.47
2023-06-03,FRA-Core-01,11597.29,5086.7,1.34,21.1,50.4,4870.86
2023-06-03,MUM-Zone-A,11698.7,6012.95,1.47,22.6,47.8,4913.45
2023-06-03,LHR-Core-02,8819.96,2653.72,1.32,20.5,54.9,3704.38
2023-06-04,DXB-Core-01,6227.37,3349.79,1.2,21.4,54.3,2615.49
2023-06-04,DXB-Edge-02,6180.18,3001.49,1.84,22.7,54.7,2595.67
2023-06-04,SIN-Core-01,11848.84,3704.58,1.25,23.9,54.4,4976.51
2023-06-04,FRA-Core-01,9490.7,5049.45,1.35,22.2,51.6,3986.09
2023-06-04,MUM-Zone-A,6580.36,3597.15,1.57,24.5,47.3,2763.75
2023-06-04,LHR-Core-02,7349.16,4099.63,1.24,22.8,53.5,3086.65
2023-06-05,DXB-Core-01,7546.98,4218.51,1.34,19.7,48.2,3169.73
2023-06-05,DXB-Edge-02,6673.95,3436.22,1.8,21.7,49.7,2803.06
2023-06-05,SIN-Core-01,14472.01,4818.73,1.31,25.0,49.5,6078.24
2023-06-05,FRA-Core-01,9317.69,5364.16,1.22,19.6,46.1,3913.43
2023-06-05,MUM-Zone-A,12424.73,6977.57,1.74,21.7,49.5,5218.39
2023-06-05,LHR-Core-02,9347.57,4719.54,1.26,21.9,54.1,3925.98
2023-06-06,DXB-Core-01,10716.38,6146.72,1.34,20.6,46.2,4500.88
2023-06-06,DXB-Edge-02,13836.89,4424.31,1.72,20.9,46.7,5811.49
2023-06-06,SIN-Core-01,9942.88,4035.13,1.19,21.6,45.1,4176.01
2023-06-06,FRA-Core-01,8449.23,3942.79,1.31,19.8,49.4,3548.68
2023-06-06,MUM-Zone-A,5190.41,2212.12,1.66,24.9,45.6,2179.97
2023-06-06,LHR-Core-02,9470.35,3910.41,1.29,20.9,50.9,3977.55
2023-06-07,DXB-Core-01,10457.82,4909.17,1.26,24.2,49.1,4392.29
2023-06-07,DXB-Edge-02,5241.9,3025.56,1.67,29.7,48.2,2201.6
2023-06-07,SIN-Core-01,11713.1,5615.9,1.26,23.1,49.3,4919.5
2023-06-07,FRA-Core-01,6549.02,3602.91,1.29,24.0,54.4,2750.59
2023-06-07,MUM-Zone-A,8279.33,3853.61,1.54,25.0,49.8,3477.32
2023-06-07,LHR-Core-02,10174.82,5849.89,1.25,24.2,51.6,4273.42
2023-06-08,DXB-Core-01,12670.54,7575.49,1.18,20.6,46.0,5321.63
2023-06-08,DXB-Edge-02,6369.74,2294.73,1.49,23.2,52.3,2675.29
2023-06-08,SIN-Core-01,6930.91,2199.84,1.33,22.8,46.7,2910.98
2023-06-08,FRA-Core-01,13079.95,7465.43,1.23,22.5,54.4,5493.58
2023-06-08,MUM-Zone-A,12594.28,7141.95,1.78,19.8,53.6,5289.6
2023-06-08,LHR-Core-02,12104.56,5849.76,1.32,23.7,45.8,5083.92
2023-06-09,DXB-Core-01,5386.81,3111.41,1.32,19.0,46.3,2262.46
2023-06-09,DXB-Edge-02,9163.43,2787.77,1.77,21.9,46.3,3848.64
2023-06-09,SIN-Core-01,13638.26,8130.27,1.26,19.2,46.8,5728.07
2023-06-09,FRA-Core-01,6147.86,3191.95,1.2,24.8,53.7,2582.1
2023-06-09,MUM-Zone-A,7992.8,4042.9,1.66,21.3,47.6,3356.97
2023-06-09,LHR-Core-02,8432.29,3383.03,1.27,20.5,50.4,3541.56
2023-06-10,DXB-Core-01,9800.94,4941.95,1.3,23.7,50.8,4116.39
